場所,名称,資料ランク,口唇部,口唇部_断面形,口唇部_装飾,口唇部_器面調整,口縁部,口縁部_形状,口縁部_方向,口縁部直下,口縁部_技法,口縁部_技法_沈線_特徴,口縁部_技法_縄文_特徴,口縁部_技法_磨消縄文_縄文,口縁部_技法_磨消縄文_沈線,口縁部_技法_磨消縄文_施文順序,口縁部_技法_磨消縄文_図地,口縁部_器面調整,口縁部_主モチーフ,口縁部_主モチーフ_区画文,口縁部_主モチーフ_曲線文,口縁部_主モチーフ_直線文,口縁部_主モチーフ_特殊文,口縁部_状態_連続・非連続,口縁部_状態_退化,口縁部_列数,口縁部_文様が開放/閉鎖,口縁部_変形,口縁部_主文様同士が並行/対向,口縁部_文様方向,口縁部_主モチーフ内モチーフ,口縁部_主モチーフ内モチーフ_区画文,口縁部_主モチーフ内モチーフ_曲線文,口縁部_主モチーフ内モチーフ_直線文,口縁部_主モチーフ内モチーフ_特殊文,口縁部_間モチーフ,口縁部_間モチーフ_区画文,口縁部_間モチーフ_曲線文,口縁部_直線文,口縁部_特殊文,口縁部_内面モチーフ,内面モチーフの情報,頸部,頸部の傾向,頸部の状態,強調(1)-退化(3),胴部,胴部方向,胴部_技法,胴部_技法_沈線_特徴,胴部_技法_縄文_特徴,胴部_技法_磨消縄文_縄文,胴部_技法_磨消縄文_沈線,胴部_技法_磨消縄文_施文順序,胴部_技法_磨消縄文_図地,胴部_器面調整,胴部_主モチーフ,胴部_主モチーフ_区画文,胴部_主モチーフ_曲線文,胴部_主モチーフ_直線文,胴部_主モチーフ_特殊文,胴部_状態_連続・非連続,胴部_状態_退化,胴部_列数,胴部_文様が開放,胴部_変形,胴部_主文様同士が並行/対向,胴部_文様方向,胴部_主モチーフ内モチーフ,胴部_主モチーフ内モチーフ_区画文,胴部_主モチーフ内モチーフ_曲線文,胴部_主モチーフ内モチーフ_直線文,胴部_主モチーフ内モチーフ_特殊文,胴部_間モチーフ,胴部_間モチーフ_区画文,胴部_間モチーフ_曲線文,胴部_間モチーフ_直線文,胴部_間モチーフ_特殊文,胴部_内面モチーフ,胴部_内面モチーフの情報,上端連繋,下端連繋,横位連繫線
Kaku_SK3,32,1,あり,平坦,なし,ミガキ,あり,水平,外反,縄文,縄文,沈線を持たない,不明,磨消縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,ナデ,無文,,,,,,,,,,,,,,,,,,,,,,,,あり,同化,,,あり,不明,"刺突_円形, 縄文",沈線を持たない,不明,磨消縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,ナデ,無文,,,,,,,,,,,,,,,,,,,,,,,,連繋なし,連繋なし,なし
Kaku_SK3,33,1,なし,,,,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,なし,,,,あり,直立,細い沈線,両方なし,縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,ナデ,モチーフ不明:沈線,,,,,,,,,,,,,,,,,,,,,,,,不明,不明,不明
Kaku_SK4,37,2,あり,丸み_直立,なし,ナデ,あり,水平,内彎,無文,磨消縄文,沈線を持たない,縄文を持たない,不明,反復ナゾリ,不明,不明,なし,区画文,方形・窓枠状,曲線文でない,直線文でない,特殊文でない,該当せず,あり,該当せず,開放,なし,該当せず,横,なし,,,,,なし,,,,,なし,,あり,同化,,,あり,外反,磨消縄文,沈線を持たない,縄文を持たない,不明,反復ナゾリ,不明,不明,なし,曲線文,区画文でない,横に長いJ字文,直線文でない,特殊文でない,連続,なし,該当せず,閉鎖,なし,該当せず,横,なし,,,,,なし,,,,,なし,,連繋有_磨消縄文,不明,なし
Kaku_SK4,38,1,あり,傾き_内面,なし,ナデ,あり,水平,内彎,無文,磨消縄文,沈線を持たない,縄文を持たない,不明,反復ナゾリ,沈線→縄文→沈線,図が縄文,ナデ,区画文,方形・窓枠状,曲線文でない,直線文でない,特殊文でない,該当せず,あり,該当せず,開放,なし,該当せず,横,なし,,,,,なし,,,,,なし,,あり,同化,,,あり,くびれ,磨消縄文,沈線を持たない,縄文を持たない,不明,反復ナゾリ,沈線→縄文→沈線,図が縄文,ナデ,曲線文,区画文でない,横に長いJ字文,直線文でない,特殊文でない,連続,なし,該当せず,不明,なし,該当せず,横,なし,,,,,なし,,,,,なし,,連繋有_磨消縄文,不明,不明
Kaku_SK4,39,1,なし,,,,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,なし,,,,あり,不明,磨消縄文,沈線を持たない,縄文を持たない,RL,反復ナゾリ,沈線→縄文→沈線,不明,ナデ,モチーフ不明:磨消縄文,,,,,,,,,,,,,,,,,,,,,,,,不明,不明,不明
Kaku_SK5,42,1,あり,平坦,なし,ナデ,あり,水平,不明,無文,細い沈線,両方なし,縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,ナデ,モチーフ不明:沈線,,,,,,,,,,,,,,,,,,,,,,,,なし,,,,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaku_SK5,43,1,あり,丸み_直立,なし,ナデ,あり,水平,不明,無文,幅広の沈線,反復ナゾリ,縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,ナデ,モチーフ不明:沈線,,,,,,,,,,,,,,,,,,,,,,,,なし,,,,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaku_SK5,44,1,あり,平坦,なし,ナデ,あり,水平,不明,無文,幅広の沈線,反復ナゾリ,縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,ナデ,モチーフ不明:沈線,,,,,,,,,,,,,,,,,,,,,,,,なし,,,,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaku_SK4,41,2,なし,,,,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,なし,,,,あり,くびれ,磨消縄文,沈線を持たない,縄文を持たない,LR,反復ナゾリ,沈線→縄文→沈線,図が縄文,ナデ,特殊文,区画文でない,曲線文でない,直線文でない,紡錘文,連続,なし,該当せず,閉鎖,なし,該当せず,縦,なし,,,,,なし,,,,,なし,,不明,連繋有_磨消縄文,なし
Kaku_SK5,45,1,なし,,,,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,なし,,,,あり,くびれ,磨消縄文,沈線を持たない,縄文を持たない,不明,反復ナゾリ,沈線→縄文→沈線,図が縄文,ナデ,曲線文,区画文でない,横に長いJ字文,直線文でない,特殊文でない,不明,なし,該当せず,不明,なし,該当せず,不明,なし,,,,,なし,,,,,なし,,不明,不明,不明
Kaku_SK5,47,1,なし,,,,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,なし,,,,あり,外反,縄文,沈線を持たない,LR,磨消縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,ナデ,無文,,,,,,,,,,,,,,,,,,,,,,,,連繋なし,連繋なし,なし
Kaku_SK5,46,1,なし,,,,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,なし,,,,あり,外反,磨消縄文,沈線を持たない,縄文を持たない,不明,反復ナゾリ,沈線→縄文→沈線,不明,ミガキ,モチーフ不明:磨消縄文,,,,,,,,,,,,,,,,,,,,,,,,不明,不明,不明
Kaku_SK6,48,1,あり,丸み_内面,刺突,ナデ,あり,水平,内彎,無文,刺突_円形,沈線を持たない,縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,ナデ,特殊文,区画文でない,曲線文でない,直線文でない,刺突文,該当せず,なし,非常に多い,該当せず,なし,該当せず,横,なし,,,,,なし,,,,,なし,,あり,一体化,段・肥厚_外面,2,あり,外反,縄文,沈線を持たない,LR,磨消縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,ナデ,無文,,,,,,,,,,,,,,,,,,,,,,,,連繋なし,連繋なし,なし
Kaku_SK6,49,1,あり,平坦,刺突,ナデ,あり,緩やかな波状,内彎,無文,刺突_円形,沈線を持たない,縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,ナデ,曲線文,区画文でない,円文,直線文でない,特殊文でない,該当せず,なし,該当せず,該当せず,なし,該当せず,縦,あり,区画文でない,曲線文でない,直線文でない,孔,なし,,,,,なし,,なし,,,,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaku_SK7,58,1,なし,,,,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,なし,,,,あり,外反,磨消縄文,沈線を持たない,縄文を持たない,LR,反復ナゾリ,縄文→沈線→磨り消し→沈線,図が縄文,ナデ,特殊文,区画文でない,曲線文でない,直線文でない,紡錘文,不明,なし,該当せず,不明,なし,該当せず,縦,なし,,,,,なし,,,,,なし,,不明,不明,不明
Kaku_SK7,59,1,なし,,,,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,なし,,,,あり,外反,縄文,沈線を持たない,不明,磨消縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,ナデ,無文,,,,,,,,,,,,,,,,,,,,,,,,連繋なし,連繋なし,なし
Kaku_SK8,61,3,あり,丸み_内面,なし,ナデ,あり,水平,内彎,無文,"隆帯, 磨消縄文",沈線を持たない,縄文を持たない,LR,反復ナゾリ,縄文→沈線→磨り消し→沈線,図が空白,ナデ,区画文,方形・窓枠状,曲線文でない,直線文でない,特殊文でない,該当せず,なし,該当せず,閉鎖,なし,該当せず,横,なし,,,,,あり,区画文でない,曲線文でない,直線文でない,突起,なし,,あり,同化,,,あり,くびれ,磨消縄文,沈線を持たない,縄文を持たない,LR,反復ナゾリ,縄文→沈線→磨り消し→沈線,図が空白,ナデ,特殊文,区画文でない,曲線文でない,直線文でない,紡錘文,非連続,なし,該当せず,閉鎖,なし,該当せず,縦,なし,,,,,なし,,,,,なし,,連繋有_磨消縄文,連繋有_磨消縄文,なし
Kaku_SK8,62,1,なし,,,,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,なし,,,,あり,くびれ,磨消縄文,沈線を持たない,縄文を持たない,LR,反復ナゾリ,縄文→沈線→磨り消し→沈線,図が縄文,ナデ,特殊文,区画文でない,曲線文でない,直線文でない,紡錘文,連続,なし,該当せず,閉鎖,なし,該当せず,縦,なし,,,,,なし,,,,,なし,,不明,連繋有_磨消縄文,なし
Kaku_SK8,65,1,あり,平坦,なし,ミガキ,あり,水平,直立,無文,磨消縄文,沈線を持たない,縄文を持たない,RL,反復ナゾリ,縄文→沈線→磨り消し→沈線,図が縄文,ミガキ,区画文,方形・窓枠状,曲線文でない,直線文でない,特殊文でない,該当せず,なし,該当せず,開放,なし,該当せず,横,なし,,,,,なし,,,,,なし,,あり,同化,,,あり,不明,磨消縄文,沈線を持たない,縄文を持たない,RL,反復ナゾリ,縄文→沈線→磨り消し→沈線,図が縄文,ミガキ,モチーフ不明:磨消縄文,,,,,,,,,,,,,,,,,,,,,,,,不明,不明,不明
Kaku_SK8,66,2,あり,平坦,なし,ミガキ,あり,水平,外反,無文,磨消縄文,沈線を持たない,縄文を持たない,不明,反復ナゾリ,縄文→沈線→磨り消し→沈線,図が縄文,ミガキ,区画文,方形・窓枠状,曲線文でない,直線文でない,特殊文でない,該当せず,なし,該当せず,開放,なし,該当せず,横,なし,,,,,なし,,,,,なし,,あり,同化,,,あり,外反,磨消縄文,沈線を持たない,縄文を持たない,不明,反復ナゾリ,縄文→沈線→磨り消し→沈線,図が縄文,ミガキ,曲線文,区画文でない,横に長いJ字文,直線文でない,特殊文でない,連続,なし,該当せず,該当せず,なし,該当せず,不明,なし,,,,,なし,,,,,なし,,不明,不明,不明
Kaku_SK8,67,1,あり,平坦,なし,ミガキ,あり,水平,内彎,無文,磨消縄文,沈線を持たない,縄文を持たない,LR,反復ナゾリ,縄文→沈線→磨り消し→沈線,図が縄文,ミガキ,モチーフ不明:磨消縄文,,,,,,,,,,,,,,,,,,,,,,,,なし,,,,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaku_SK8,68,1,あり,丸み_直立,なし,ナデ,あり,水平,外反,無文,磨消縄文,沈線を持たない,縄文を持たない,不明,両方なし,沈線→縄文→沈線,図が縄文,ナデ,モチーフ不明:磨消縄文,,,,,,,,,,,,,,,,,,,,,,,,なし,,,,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaku_SK8,64,3,あり,平坦,なし,ミガキ,あり,緩やかな波状,外反,縄文,磨消縄文,沈線を持たない,縄文を持たない,LR,反復ナゾリ,沈線→縄文→沈線,図が空白,ミガキ,区画文,波状,曲線文でない,直線文でない,特殊文でない,非連続,あり,該当せず,開放,あり,該当せず,横,なし,,,,,なし,,,,,なし,,あり,同化,,,あり,くびれ,磨消縄文,沈線を持たない,縄文を持たない,LR,反復ナゾリ,沈線→縄文→沈線,図が空白,ミガキ,曲線文,区画文でない,横に長いJ字文,直線文でない,特殊文でない,連続,なし,2,閉鎖,あり,該当せず,横,なし,,,,,なし,,,,,なし,,連繋有_磨消縄文,連繋有_磨消縄文,なし
Kaku_SK8,69,1,あり,傾き_内面,なし,ナデ,あり,緩やかな波状,内彎,無文,磨消縄文,沈線を持たない,縄文を持たない,LR,両方なし,沈線→縄文→沈線,図が縄文,ナデ,モチーフ不明:磨消縄文,,,,,,,,,,,,,,,,,,,,,,,,なし,,,,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaku_SK8,70,1,なし,,,,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,あり,一体化,隆帯,3,あり,不明,磨消縄文,沈線を持たない,縄文を持たない,不明,反復ナゾリ,沈線→縄文→沈線,図が縄文,ナデ,特殊文,区画文でない,曲線文でない,直線文でない,紡錘文,不明,なし,該当せず,不明,なし,該当せず,縦,なし,,,,,なし,,,,,なし,,不明,不明,不明
Kaku_SK8,71,1,なし,,,,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,なし,,,,あり,くびれ,磨消縄文,沈線を持たない,縄文を持たない,LR,両方なし,縄文→沈線→磨り消し→沈線,不明,ナデ,特殊文,区画文でない,曲線文でない,直線文でない,紡錘文,不明,なし,該当せず,不明,なし,該当せず,縦,なし,,,,,なし,,,,,なし,,不明,不明,不明
Kaku_SK8,72,2,なし,,,,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,なし,,,,あり,くびれ,磨消縄文,沈線を持たない,縄文を持たない,RL,反復ナゾリ,沈線→縄文→沈線,図が縄文,ナデ,特殊文,区画文でない,曲線文でない,直線文でない,紡錘文,連続,なし,該当せず,閉鎖,なし,該当せず,縦,なし,,,,,なし,,,,,なし,,不明,不明,あり
Kaku_SK8,73,1,なし,,,,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,なし,,,,あり,外反,磨消縄文,沈線を持たない,縄文を持たない,LR,反復ナゾリ,沈線→縄文→沈線,図が縄文,ナデ,特殊文,区画文でない,曲線文でない,直線文でない,紡錘文,不明,なし,該当せず,不明,なし,該当せず,縦,なし,,,,,なし,,,,,なし,,不明,不明,なし
Kaku_SK8,74,1,なし,,,,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,なし,,,,あり,くびれ,磨消縄文,沈線を持たない,縄文を持たない,不明,反復ナゾリ,沈線→縄文→沈線,図が縄文,ナデ,特殊文,区画文でない,曲線文でない,直線文でない,紡錘文,不明,なし,該当せず,不明,なし,該当せず,縦,なし,,,,,なし,,,,,なし,,不明,不明,なし
Kaku_SK8,75,1,なし,,,,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,なし,,,,あり,外反,磨消縄文,沈線を持たない,縄文を持たない,LR,反復ナゾリ,縄文→沈線→磨り消し→沈線,図が縄文,ナデ,特殊文,区画文でない,曲線文でない,直線文でない,紡錘文,不明,なし,該当せず,不明,なし,該当せず,縦,なし,,,,,なし,,,,,なし,,不明,不明,不明
Kaku_SK8,76,1,なし,,,,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,なし,,,,あり,外反,磨消縄文,沈線を持たない,縄文を持たない,LR,反復ナゾリ,沈線→縄文→沈線,図が縄文,ナデ,特殊文,区画文でない,曲線文でない,直線文でない,紡錘文,不明,なし,該当せず,不明,なし,該当せず,縦,なし,,,,,なし,,,,,なし,,不明,不明,不明
Kaku_SK8,77,1,なし,,,,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,なし,,,,あり,くびれ,磨消縄文,沈線を持たない,縄文を持たない,LR,反復ナゾリ,沈線→縄文→沈線,図が縄文,ナデ,特殊文,区画文でない,曲線文でない,直線文でない,紡錘文,不明,あり,該当せず,不明,なし,該当せず,縦,なし,,,,,なし,,,,,なし,,不明,不明,不明
Kaku_SK8,78,1,なし,,,,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,なし,,,,あり,不明,磨消縄文,沈線を持たない,縄文を持たない,不明,反復ナゾリ,縄文→沈線→磨り消し→沈線,不明,ミガキ,モチーフ不明:磨消縄文,,,,,,,,,,,,,,,,,,,,,,,,不明,不明,不明
Kaku_SK8,79,1,なし,,,,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,なし,,,,あり,外反,磨消縄文,沈線を持たない,縄文を持たない,不明,反復ナゾリ,沈線→縄文→沈線,不明,ナデ,特殊文,区画文でない,曲線文でない,直線文でない,紡錘文,不明,なし,該当せず,不明,なし,該当せず,縦,なし,,,,,なし,,,,,なし,,不明,不明,不明
Kaku_SK8,80,1,なし,,,,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,なし,,,,あり,外反,磨消縄文,沈線を持たない,縄文を持たない,LR,両方なし,縄文→沈線→磨り消し→沈線,図が縄文,ナデ,特殊文,区画文でない,曲線文でない,直線文でない,紡錘文,不明,なし,該当せず,不明,なし,該当せず,縦,なし,,,,,なし,,,,,なし,,不明,不明,不明
Kaku_SK8,81,1,なし,,,,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,なし,,,,あり,外反,磨消縄文,沈線を持たない,縄文を持たない,LR,反復ナゾリ,沈線→縄文→沈線,不明,ナデ,モチーフ不明:磨消縄文,,,,,,,,,,,,,,,,,,,,,,,,不明,不明,不明
Kaku_SK8,82,1,あり,丸み_直立,なし,ミガキ,あり,水平,直立,無文,幅広の沈線,反復ナゾリ,縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,ミガキ,モチーフ不明:沈線,,,,,,,,,,,,,,,,,,,,,,,,なし,,,,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaku_SK8,83,1,なし,,,,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,なし,,,,あり,不明,幅広の沈線,反復ナゾリ,縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,ナデ,モチーフ不明:沈線,,,,,,,,,,,,,,,,,,,,,,,,不明,不明,不明
Kaku_SK8,84,1,なし,,,,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,なし,,,,あり,外反,幅広の沈線,反復ナゾリ,縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,ミガキ,モチーフ不明:沈線,,,,,,,,,,,,,,,,,,,,,,,,不明,不明,不明
Kaku_SK8,85,1,あり,丸み_直立,刻目,ナデ,あり,水平,直立,無文,無文,沈線を持たない,縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,ナデ,無文,,,,,,,,,,,,,,,,,,,,,,,,なし,,,,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaku_SZ10,92,1,あり,傾き_内面,なし,ナデ,あり,水平,内彎,無文,無文,沈線を持たない,縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,ナデ,無文,,,,,,,,,,,,,,,,,,,,,,,,あり,同化,,,あり,外反,磨消縄文,沈線を持たない,縄文を持たない,LR,反復ナゾリ,縄文→沈線→磨り消し→沈線,図が縄文,ナデ,特殊文,区画文でない,曲線文でない,直線文でない,紡錘文,非連続,なし,該当せず,不明,なし,該当せず,縦,なし,,,,,なし,,,,,なし,,連繋有_磨消縄文,不明,不明
Kaku_SZ10,93,1,あり,尖り_内面,なし,なし,あり,水平,内彎,無文,磨消縄文,沈線を持たない,縄文を持たない,LR,反復ナゾリ,縄文→沈線→磨り消し→沈線,図が縄文,ナデ,モチーフ不明:磨消縄文,,,,,,,,,,,,,,,,,,,,,,,,なし,,,,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaku_SZ10,94,1,あり,丸み_内面,なし,ナデ,あり,緩やかな波状,内彎,無文,無文,沈線を持たない,縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,磨消縄文を持たない,ナデ,無文,,,,,,,,,,,,,,,,,,,,,,,,あり,同化,,,あり,外反,磨消縄文,沈線を持たない,縄文を持たない,不明,反復ナゾリ,沈線→縄文→沈線,図が縄文,ナデ,モチーフ不明:磨消縄文,,,,,,,,,,,,,,,,,,,,,,,,連繋なし,不明,不明
Kaku_SZ10,95,1,あり,丸み_内面,沈線,ナデ,あり,緩やかな波状,内彎,無文,磨消縄文,沈線を持たない,縄文を持たない,不明,反復ナゾリ,不明,図が縄文,ナデ,モチーフ不明:磨消縄文,,,,,,,,,,,,,,,,,,,,,,,,なし,,,,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
